epoch,grad_cosine_shared,grad_norm_next_region_shared,grad_norm_next_category_shared,loss_ratio_next_region_to_next_category,loss_weight_next_region,loss_weight_next_category,head_alpha,head_beta,reg_encoder_l2norm,reg_encoder_drift_from_init,reg_encoder_step_drift,cat_encoder_l2norm,cat_encoder_drift_from_init,cat_encoder_step_drift
36,0.000707,0.162441,0.059464,2.215475,0.500000,0.500000,0.000000,0.251065,35.138283,16.941103,1.049359,31.726665,5.124825,0.361384
37,0.002056,0.164820,0.064701,2.215799,0.500000,0.500000,0.000000,0.253093,35.147083,17.014172,0.927772,31.721317,5.173707,0.318684
38,-0.006109,0.175025,0.070090,2.211439,0.500000,0.500000,0.000000,0.255764,35.154800,17.074806,0.821327,31.715458,5.218298,0.288899
39,-0.003880,0.181185,0.069654,2.203710,0.500000,0.500000,0.000000,0.257715,35.156433,17.121668,0.710894,31.710716,5.254869,0.250631
40,-0.001538,0.179739,0.072570,2.201986,0.500000,0.500000,0.000000,0.259338,35.156387,17.159437,0.609908,31.706135,5.284745,0.214241
41,-0.001855,0.172126,0.077833,2.202660,0.500000,0.500000,0.000000,0.260568,35.155167,17.187531,0.511225,31.702145,5.310294,0.181737
42,0.005073,0.187922,0.077687,2.191286,0.500000,0.500000,0.000000,0.261885,35.152180,17.208717,0.413672,31.698566,5.331029,0.147901
43,-0.000663,0.185886,0.074833,2.195201,0.500000,0.500000,0.000000,0.262842,35.148956,17.222795,0.327947,31.695631,5.346361,0.117277
44,-0.002855,0.188798,0.080438,2.190840,0.500000,0.500000,0.000000,0.263657,35.145325,17.232288,0.250921,31.693325,5.357152,0.089204
45,-0.001701,0.189814,0.079579,2.191775,0.500000,0.500000,0.000000,0.264275,35.142609,17.238716,0.180605,31.691385,5.364696,0.066377
46,-0.003966,0.186559,0.080255,2.192834,0.500000,0.500000,0.000000,0.264736,35.140060,17.242134,0.121848,31.690121,5.369945,0.043676
47,-0.003027,0.186933,0.079259,2.191149,0.500000,0.500000,0.000000,0.265080,35.138527,17.244007,0.075227,31.689350,5.372963,0.026662
48,0.001783,0.187907,0.081681,2.189730,0.500000,0.500000,0.000000,0.265262,35.137638,17.244995,0.038570,31.688927,5.374486,0.014251
49,0.002534,0.183132,0.079931,2.188296,0.500000,0.500000,0.000000,0.265330,35.137249,17.245260,0.014072,31.688787,5.375081,0.005125
50,-0.001160,0.187760,0.080412,2.190098,0.500000,0.500000,0.000000,0.265339,35.137196,17.245287,0.002041,31.688766,5.375163,0.000759
