epoch,grad_cosine_shared,grad_norm_next_region_shared,grad_norm_next_category_shared,loss_ratio_next_region_to_next_category,loss_weight_next_region,loss_weight_next_category,head_alpha,head_beta,reg_encoder_l2norm,reg_encoder_drift_from_init,reg_encoder_step_drift,cat_encoder_l2norm,cat_encoder_drift_from_init,cat_encoder_step_drift
35,0.000379,0.137010,0.067413,1.701677,0.500000,0.500000,0.000000,0.245084,41.166710,34.260677,2.982881,33.548122,21.974171,2.252990
36,0.002976,0.137124,0.073869,1.708828,0.500000,0.500000,0.000000,0.243593,41.151718,34.365311,2.734210,33.589752,22.172342,2.049453
37,0.005487,0.140449,0.070152,1.716157,0.500000,0.500000,0.000000,0.248572,41.120770,34.441837,2.470753,33.610432,22.326298,1.827953
38,0.001566,0.148743,0.080308,1.724354,0.500000,0.500000,0.000000,0.253398,41.074421,34.488552,2.221773,33.611435,22.448587,1.620691
39,0.004420,0.149768,0.081306,1.731013,0.500000,0.500000,0.000000,0.252334,41.022125,34.518860,1.956816,33.601627,22.547350,1.436737
40,0.007096,0.147858,0.079950,1.738090,0.500000,0.500000,0.000000,0.256415,40.965816,34.525013,1.712234,33.581779,22.609594,1.234612
41,-0.001631,0.158248,0.082882,1.743680,0.500000,0.500000,0.000000,0.257461,40.909462,34.521332,1.456699,33.559734,22.655533,1.041319
42,-0.001533,0.157355,0.083291,1.747678,0.500000,0.500000,0.000000,0.260001,40.855507,34.510696,1.204773,33.536701,22.686914,0.864968
43,-0.000032,0.158335,0.085222,1.752666,0.500000,0.500000,0.000000,0.261564,40.805683,34.496181,0.970931,33.514091,22.709688,0.692367
44,0.005720,0.163036,0.088506,1.755655,0.500000,0.500000,0.000000,0.263243,40.762943,34.481773,0.757915,33.493202,22.719574,0.541535
45,-0.001188,0.163995,0.086145,1.757446,0.500000,0.500000,0.000000,0.265112,40.728973,34.466240,0.563683,33.475773,22.725489,0.399924
46,-0.000649,0.167245,0.088055,1.758796,0.500000,0.500000,0.000000,0.266038,40.704487,34.454929,0.388242,33.463024,22.728065,0.274329
47,-0.003787,0.168143,0.090390,1.760957,0.500000,0.500000,0.000000,0.266992,40.688568,34.447376,0.245448,33.453926,22.728539,0.176266
48,0.000282,0.169590,0.093431,1.761251,0.500000,0.500000,0.000000,0.267221,40.680210,34.442886,0.131315,33.449677,22.728786,0.095240
49,0.004938,0.170812,0.087753,1.762020,0.500000,0.500000,0.000000,0.267324,40.677086,34.441158,0.052109,33.447903,22.728664,0.037917
50,0.003339,0.164336,0.086886,1.760754,0.500000,0.500000,0.000000,0.267351,40.676594,34.440872,0.009518,33.447632,22.728638,0.006895
